id,company,website,location,industry,size_hint,why_pain,evidence,decision_maker_role,contact_channel,outreach_angle,personalization,priority,region_bucket,batch
94,Evolution Laser Clinic,https://www.evolutionlaser.com.au/,"Sydney, NSW - CBD, North Shore, Eastern Suburbs + at least 7 Western Sydney sites (Blacktown, Bankstown, Merrylands, Fairfield, Mt Druitt, Wetherill Park, Liverpool)","Aesthetic / laser, skin & cosmetic injections clinics",10+ clinics across Sydney; doctors and nurses on staff,10+ suburban clinics with individual booking via phone/Fresha/Mindbody - fragmented booking stack and per-site reception; price-sensitive laser market punishes slow quote responses. (ASSUMPTION on internal pain - inferred from footprint and third-party booking platforms.),https://www.evolutionlaser.com.au/find-a-clinic/ (multi-clinic footprint); third-party booking presence: https://www.fresha.com/lvp/evolution-laser-clinic-patrick-street-blacktown-xZ6746; pain inference: ASSUMPTION,Owner / Group Manager,Website contact/booking at evolutionlaser.com.au; clinic phone numbers listed per location,"Unify enquiry handling across 10+ clinics: AI answers 'how much is laser for X' instantly with location-specific booking, recovers abandoned online bookings, fills gaps in slow weekday sessions.","Reference their Western Sydney density (Blacktown to Liverpool) - high-volume, deal-driven catchment where the fastest responder wins the package sale.",7,remote_international,au-clinics
95,PSC Energy (Penrith Solar Centre),https://www.pscenergy.com.au/,"Penrith / Western Sydney NSW; services Newcastle to Wollongong and west to Bathurst, Orange, Mudgee","Home services - residential solar, battery & EV charging installer","80+ employees, in-house installation teams (no subcontractors), 390+ SolarQuotes reviews at 4.9 stars",High-intent inbound from SolarQuotes/Google at 5-star reputation levels means heavy quote-request volume; expanding service area (Newcastle-Wollongong-Central West) stretches a Penrith-based office team on lead response and site-visit scheduling. (ASSUMPTION on lead-handling strain.),"https://www.solarquotes.com.au/installer-review/penrith-solar-centre/ (review volume/rating); https://www.pscenergy.com.au/ (service area, in-house team); pain inference: ASSUMPTION",Founder Jake Warner / Sales Manager,Contact form and phone at https://www.pscenergy.com.au/,"AI quote-request concierge: instant response to every SolarQuotes/website lead, pre-qualification (bill size, roof type), automated site-visit booking - keep the 4.9-star responsiveness while volume grows.",Reference founder Jake Warner's Penrith-local story and their no-subcontractor model - pitch AI as scaling their famous customer experience beyond Western Sydney without diluting it.,7,remote_international,au-clinics
96,Grace Dental Group,https://www.gracedentalgroup.com.au/,"Sydney, NSW - Green Valley, Bonnyrigg, Edensor Park, Strathfield","Dental group (general, cosmetic, implants, orthodontics, emergency)",4 practices across south-west and inner-west Sydney,"Four practices each running separate phone numbers (02 9607 4970, 02 9610 8815, 02 8080 9677...) with no unified line; emergency dentistry offering means off-hours call demand the front desks can't cover. (ASSUMPTION on missed-call volume.)","https://www.gracedentalgroup.com.au/contact-us/ (4 locations, separate phone lines per clinic); pain inference: ASSUMPTION",Principal Dentist / Practice Owner,Contact form at https://www.gracedentalgroup.com.au/contact-us/; per-clinic phone numbers; MyHealth1st online booking,"Single AI front door for all 4 clinics: answer every line simultaneously, book into the right location, triage emergencies after hours, and run recall follow-up campaigns.","They serve multicultural south-west Sydney (Green Valley, Bonnyrigg) - highlight multilingual AI answering as a differentiator none of their local competitors have.",7,remote_international,au-clinics
97,Smith & Sons Renovations & Extensions,https://www.smithandsons.com.au/,"National, Australia - 56+ franchise territories (75+ offices incl. NZ); offices in Melbourne, Sydney, Brisbane, Perth and regional",Home services - home renovation & extension builders (franchise),Largest franchised home renovation company in Australia/NZ; founded 2007; 56 AU locations,"Central 1300 787 577 line and website funnel must route high-value renovation leads (often $100k+ jobs) to the right local franchisee; franchise lead-distribution funnels are notorious for slow first response, and builders are on-site all day, not answering phones. (ASSUMPTION on response-time pain.)",https://www.smithandsons.com.au/contact/ (central 1300 line + find-a-builder funnel); scale: https://choosefranchise.com/au/franchises/smith-sons-renovations-extensions-aust-pty-ltd; pain inference: ASSUMPTION,Franchisor - National Marketing Manager / GM Franchise Operations,1300 787 577; contact form at https://www.smithandsons.com.au/contact/,"AI lead-qualification and routing for the national funnel: engage every enquiry in under a minute, qualify budget/scope/suburb, book the local franchisee's consult directly - a franchisee-retention benefit the franchisor can sell.",Each lead is a five-to-six-figure job - show the math on one saved lead per month per territory; note their builders are on the tools and can't return calls until evening.,7,remote_international,au-clinics
98,Sydney Health Physiotherapy,https://sydneyhealthphysio.com.au,"Sydney, NSW",Physiotherapy clinic (growing practice),Small-to-mid single/multi-site practice; actively hiring front desk,Publicly advertising for a Clinic Receptionist on LinkedIn - direct signal that phones/booking load exceeds current staff; receptionist hiring (~$60k+/yr loaded cost) is exactly the spend an AI front desk offsets.,https://au.linkedin.com/jobs/view/clinic-receptionist-at-sydney-health-physiotherapy-4082689412 (live receptionist job posting seen in SEEK/LinkedIn search results),Principal Physiotherapist / Practice Owner,Business contact details via their public clinic listing/website and LinkedIn company page,"Before you hire the receptionist: AI handles the phones, online booking help and appointment reminders 24/7 for a fraction of a salary - or makes the one receptionist you hire twice as effective.",Reference their live receptionist ad directly - 'saw you're hiring for front desk; here's what clinics your size automate instead' with a physio-specific demo.,7,remote_international,au-clinics
99,Banke International Properties,https://www.banke.ae,"Al Wasl / ONE Central, Dubai, UAE (offices also India, Qatar, UK)","Real estate brokerage (sales, leasing, off-plan, commercial)",Mid-size multi-office brokerage; 908 listings on Property Finder (ASSUMPTION: 40-80 agents - upper end of target range),"Trustpilot complaints citing rude/dismissive broker, 'lack of communication and basic courtesy', long unexplained delays after payment, and company refusing responsibility when escalated - communication and post-sale follow-up failures despite heavy portal investment (900+ listings).",https://uk.trustpilot.com/review/banke.ae (complaints); https://www.propertyfinder.ae/en/broker/banke-international-properties-1438 (908 listings),CEO / COO,Website contact form on banke.ae; office phone listed publicly; company LinkedIn,900+ portal listings means thousands of monthly inquiries - AI follow-up and status-update automation closes the communication gaps clients are complaining about publicly.,Reference the Trustpilot communication complaints alongside their large Property Finder footprint - the gap between marketing spend and client experience.,7,remote_international,dubai-realestate
100,Treo Homes,https://treo-homes.com,"Dubai, UAE",Real estate brokerage (off-plan specialists + sales & leasing),"Boutique, founded 2017; curated team (ASSUMPTION: 15-40 agents based on public agents page)","Off-plan-heavy boutique that lives on responsiveness and reputation (383 Trustpilot reviews, 5-star) - review-generation at that scale implies high transaction/lead volume on a small team; off-plan launch spikes overwhelm manual follow-up. ASSUMPTION: no dedicated inside-sales function.",https://www.trustpilot.com/review/www.treo-homes.com (383 reviews); https://treo-homes.com/agents (team page),Founder / Managing Director,Website contact form on treo-homes.com; office phone on site,Your brand is built on 383 five-star reviews - AI launch-day lead response keeps that service standard when an off-plan release drops 500 inquiries on a 20-person team.,"Compliment their Trustpilot standing and off-plan specialists (e.g., team members highlighted in reviews), then ask what happens to response times on launch days.",7,remote_international,dubai-realestate
101,Xperience Realty,https://www.xrealty.ae,"Dubai, UAE","Real estate brokerage (off-plan, secondary, property management)",Mid-size; top-10 in Emaar's Annual Broker Awards 2023 implies high off-plan volume (ASSUMPTION: 40-80 agents),High-volume off-plan shop (Emaar top-10 broker) actively recruiting via a public careers page - off-plan launch volume plus constant agent onboarding creates lead-routing and follow-up chaos. ASSUMPTION: portal + developer lead flow exceeds manual follow-up capacity.,https://www.xrealty.ae/about-us/ (Emaar top-10 award); https://www.xrealty.ae/careers/ (hiring),Founder (Moutani Goswami) / Head of Sales,Website contact form on xrealty.ae; office phone on site; company LinkedIn,Emaar top-10 volume means launch-day lead floods - AI qualification on WhatsApp works every registration before competitors call back.,"Reference their Emaar Annual Broker Awards top-10 ranking and active hiring - frame automation as the way new agents get warm, pre-qualified conversations from day one.",7,remote_international,dubai-realestate
102,Dacha Real Estate,https://www.dacha.ae,"Dubai Marina / Palm Jumeirah, Dubai, UAE","Real estate brokerage (secondary sales & lettings, waterfront communities)",20+ agents; established 2004,"Boutique with 1,378 listings on Bayut - an extreme listings-per-agent ratio (~60:1) meaning each agent juggles far more inbound inquiries than they can answer promptly. ASSUMPTION: follow-up on leasing inquiries slips during peak season.","https://propsearch.ae/dubai-real-estate-agents/dacha-real-estate (20+ professionals); https://www.bayut.com/companies/dacha-real-estate-4194/ (1,378 listings)",Managing Director,Website contact form on dacha.ae; office phone listed on site,"1,378 live listings on a 20-person team is roughly 60 listings per agent - AI handles the first-response and viewing-booking layer so agents only talk to qualified prospects.",Use the listings-to-agent ratio math from their own Bayut page; mention their hyper-local Marina/Palm positioning.,7,remote_international,dubai-realestate
103,Oh Polly,https://www.ohpolly.com,UK (Liverpool/Glasgow origins) with US operations,DTC ecommerce - women's occasion wear (Shopify),"Mid-to-large DTC brand, 2,300+ Trustpilot reviews, multiple regional storefronts","Reviewers report generic responses arriving 24h+ after each email, multiple unanswered follow-ups and tickets, despite the brand advertising 24/7 support at hello@ohpolly.com - a promise-vs-delivery gap.",https://www.trustpilot.com/review/ohpolly.com (reviews citing multiple ignored tickets and generic delayed replies),Head of Customer Service / Ecommerce Director,hello@ohpolly.com (publicly advertised support email); website contact page,They already promise 24/7 support publicly - an AI agent is the only economical way to actually deliver that promise; frame as 'make hello@ohpolly.com actually 24/7'.,"Contrast their published '24/7 friendly agents' claim with reviewers waiting days across multiple tickets; occasion-wear buyers have hard event deadlines, so slow replies directly kill orders.",7,remote_international,ecom-creators
104,Petal & Pup,https://www.petalandpup.com,"Brisbane, Australia (US storefront via petalandpup.com)",DTC ecommerce - women's fashion,Mid-size AU fashion brand selling into US market (also on Macy's marketplace),"Reviewers report a missing-package inquiry ignored for a week until a credit card dispute was filed, contact forms unanswered after 3 days, and one customer chasing $257 in store credit since December with 'numerous emails, no response'.",https://www.trustpilot.com/review/petalandpup.com and https://www.trustpilot.com/review/petalandpup.com.au (documented week-long silences and months-long refund chases),Head of Customer Experience / Ecommerce Manager,Contact form on petalandpup.com; public brand social channels,Same AU-brand/US-customer timezone gap as MESHKI - pitch 24/7 AI first-response so missing-package and exchange requests get answered before customers escalate to chargebacks (which cost them real money and Macy's marketplace standing).,Lead with the chargeback story from Trustpilot: a week of silence turned a shipping question into a payment dispute. Quantify chargeback cost vs AI agent cost.,7,remote_international,ecom-creators
105,learndirect,https://www.learndirect.com,"Sheffield, UK",Online vocational courses / distance learning provider,"UK's large-ish online course provider (1,200+ Trustpilot review pages) but a single-country mid-size company","Students report messaging tutors with no response for 2 weeks across 3 emails, chat and 4 phone attempts; 'calling every day for two weeks' without reaching support; tutor queries promised quick turnaround taking over a week for vague answers; month-plus refund chases.","https://uk.trustpilot.com/review/www.learndirect.com (multiple detailed non-response complaints across email, chat, phone)",Director of Student Support / Operations Director,Contact page on learndirect.com; company LinkedIn page,"Split the queue: an AI agent instantly resolves the administrative 80% (enrollment status, deadlines, platform access, payment plans) so human tutors only handle genuine academic feedback - directly attacking their two worst review themes at once.","Paying students who cannot reach anyone for two weeks are leaving detailed, dated Trustpilot evidence - offer a before/after response-time case study as the engagement deliverable.",7,remote_international,ecom-creators
106,Institute for Integrative Nutrition (IIN),https://www.integrativenutrition.com,"New York, NY, USA",Online health-coach certification courses + alumni community,"Mid-size online education company (88 Trustpilot review pages, BBB profile), premium-priced programs","Graduates report many days of unanswered emails and 'repeated empty promises' while chasing transcripts needed for jobs; live chat is restricted to sales inquiries only, so paying students have no fast channel; multi-channel outreach (email, phone, messages) going unanswered.",https://www.trustpilot.com/review/integrativenutrition.com and https://www.bbb.org/us/ny/new-york/profile/business-school/institute-for-integrative-nutrition-0121-103226/complaints,VP Student Experience / COO,Contact/support pages on integrativenutrition.com; company LinkedIn page,"The chat-for-sales-only setup shows they know conversational channels convert - extend the same treatment to enrolled students with an AI agent for transcript requests, credential verification, and course-access issues, protecting the alumni referral engine their business depends on.","Point at the exact asymmetry a reviewer flagged: instant chat if you are buying, silence if you are enrolled. High-ticket certification buyers ($3k+) expect better - and their referrals fund the funnel.",7,remote_international,ecom-creators
107,NextLeft,https://nextleft.com/,"San Diego, CA & Raleigh, NC, USA",SEO & content marketing agency (Certified B Corp),11-50 employees,"Content-driven SEO delivery across two offices for mid-market/enterprise clients — content production plus SEO reporting is among the most manual agency workflows (briefs, editorial QA, performance reporting). ASSUMPTION: two-office coordination adds internal knowledge-sharing overhead.","https://nextleft.com/ (B Corp, two offices); https://clutch.co/profile/nextleft (size, 26 reviews)",Founder/CEO (John McKusick) or VP of Operations,Website contact form at nextleft.com; LinkedIn company page,"Automate the content-SEO assembly line: AI brief generation, editorial QA checks, and client performance reporting; B Corp story angle — automation frees hours for purpose work.",Reference B Corp certification and dual San Diego/Raleigh offices; propose an internal knowledge system to unify playbooks across both offices.,6,remote_international,agencies
108,Ernst Media,https://www.ernstmedia.com/,"Spokane, WA, USA (distributed team across North America and Europe)",Boutique paid media agency (paid search & paid social),~11 employees,"Eleven-person boutique with team members across two continents managing always-on paid media accounts — campaign reporting, pacing checks, and client updates are pure manual overhead at this size, with no room for dedicated ops staff. ASSUMPTION on internal tooling gaps.","https://leadiq.com/c/ernst-media/5f6cbc5f12990524e7eec98e (~11 employees, 2 continents); https://www.ernstmedia.com/about/ ; https://clutch.co/profile/ernst-media (17 reviews)",Founder/Principal,Website contact form at ernstmedia.com; LinkedIn company page,"For a senior-only 11-person paid media shop, automated pacing/reporting digests and client-update generation directly converts to billable senior hours.","Reference their own blog post on how a boutique agency works (ernstmedia.com/how-a-boutique-marketing-agency-works) — mirror their 'senior attention, no bloat' argument back as an automation case.",6,remote_international,agencies
109,PhysioChoice,https://www.physiochoice.com.au/,"National, Australia - Melbourne VIC base with clinics in NSW (Sydney, Newcastle, Wollongong, Wagga Wagga, Narooma), QLD (Brisbane), WA (Perth)",Physiotherapy / allied health network,"69 practices, 'largest network of privately-owned physiotherapy practices in Australia... and still growing'; founded 1994",69 privately-owned practices with per-clinic reception and a stated growth agenda - inconsistent phone answering and booking experience across the network is near-certain at that scale. (ASSUMPTION - inferred from structure.),"https://www.physiochoice.com.au/practices and https://www.physiochoice.com.au/company/about (69 practices, still growing); pain inference: ASSUMPTION",Network CEO / Head of Operations (also per-practice principals for pilot clinics),Website contact/booking at physiochoice.com.au; practice phone numbers publicly listed,"Network-wide AI reception offered as an opt-in service to practice owners: standardise answer rates and online-booking assistance across 69 clinics, piloted in 2-3 practices first.",Their motto is 'we're only as good as our last visit' - extend it to 'as good as your last answered call'; propose a measurable pilot in their busiest metro clinics.,6,remote_international,au-clinics
110,M1 Med Beauty Australia,https://www.m1-beauty.com.au/,Sydney CBD & Melbourne CBD,Aesthetic / cosmetic medicine (doctor-only injectables),2 CBD clinics; part of international M1 Med Beauty group (Europe-based network),Free-consultation model generates high enquiry and consult volume with inevitable no-show leakage; two-city operation of an international brand runs lean local admin. (ASSUMPTION on no-show/enquiry pain.),"https://www.m1-beauty.com.au/ (two CBD clinics, free doctor consultations); pain inference: ASSUMPTION",Australia Country Manager / Clinic Manager,Website contact/booking at m1-beauty.com.au,"AI consult-funnel management: instant answers on pricing/procedures, automated free-consult booking, confirmation and no-show recovery sequences to protect doctor utilisation.",Free consults are their acquisition engine - quantify the cost of an empty doctor slot in a CBD clinic and show recovery rates from AI confirmation/rebooking flows.,6,remote_international,au-clinics
111,Springfield Properties,https://springfieldproperties.ae,"Dubai, UAE","Real estate brokerage (residential/commercial sales, off-plan, leasing)",100+ marketing & real estate staff (upper edge of target; agent count lower). 298 Property Finder listings,Family-founded firm selling AED 2bn+/year with significant portal presence - scale where lead leakage is expensive. ASSUMPTION: mixed marketing+sales team of 100 implies manual lead-distribution overhead between marketing and brokers.,"https://springfieldproperties.ae/about-us/ (team size, AED 2bn claim); https://www.propertyfinder.ae/en/broker/springfield-real-estate-939 (listings)",Managing Director / Head of Marketing,Website contact form on springfieldproperties.ae; office phone on site; company LinkedIn,"At AED 2bn annual sales, a 5% lift in lead-to-viewing conversion from instant AI follow-up is worth nine figures in pipeline - measurable in 60 days.",Reference the AED 2 billion annual sales figure from their own site and ask what percentage of portal leads currently get a response within 5 minutes.,6,remote_international,dubai-realestate
112,Binayah Properties,https://www.binayah.com,"Dubai, UAE (est. 2007)","Real estate brokerage (off-plan, resale, holiday homes, property management)",Small-to-mid; 85 Property Finder listings; seasoned multi-service team (ASSUMPTION: 15-40 staff),"Spread across five service lines (off-plan, resale, holiday homes, commercial, PM) with a small team - context-switching between lead types is where follow-up dies. ASSUMPTION: no dedicated lead-qualification staff.",https://www.binayah.com/ and https://www.propertyfinder.ae/en/broker/binayah-properties-l-l-c-567; team breadth per https://www.binayah.com/team/,Managing Director / Founder,Website contact form on binayah.com; office phone and WhatsApp number listed on site,One AI intake layer that classifies off-plan vs resale vs holiday-home inquiries and routes them to the right specialist instantly - built for multi-service boutiques.,Name their five service lines and ask who answers a holiday-home WhatsApp inquiry that arrives at 11pm.,6,remote_international,dubai-realestate
113,Exclusive Links Real Estate Brokers,https://www.exclusive-links.com,"Sheikh Zayed Road HQ + Dubai Marina + Arabian Ranches 2, Dubai, UAE","Real estate brokerage (sales, leasing, property management, holiday homes)","Boutique-style, est. 2005, three offices (ASSUMPTION: 20-40 agents)",Three offices and four service lines run boutique-style - cross-office lead routing and after-hours coverage are manual. ASSUMPTION: no 24/7 inquiry coverage despite international client base they publicly target.,"https://www.exclusive-links.com/about-exclusive-links/ (offices, boutique positioning, international clients)",Directors (Louise Heatley / Zarah Evans),Website contact form on exclusive-links.com; office phone on site; company LinkedIn,"International buyers inquire in every timezone - AI responders qualify overnight UK/EU/Asia leads so your directors wake up to booked calls, not cold inquiries.",Reference their international client focus and named directors; boutique brands win or lose on responsiveness.,6,remote_international,dubai-realestate
114,Silverstone Luxury Realty,https://silverstonelr.com,"Dubai, UAE","Real estate brokerage (off-plan apartments to luxury villas, boutique)","30+ brokers, 15 languages, AED 5.1bn sold (self-reported)",30+ brokers selling in 15 languages across off-plan and ultra-luxury - multilingual inbound follow-up is exactly what breaks manually. ASSUMPTION: leads in less-common languages wait for the one broker who speaks it.,"https://silverstonelr.com/ (30+ brokers, 15 languages, AED 5.1bn claims)",Founder / Managing Partner,Website contact form on silverstonelr.com; office phone/WhatsApp on site,"AI responds to every lead in the prospect's own language instantly, then hands off to the right broker of your 15-language team - no lead waits for a translator.",Use their own 15-languages / 30-brokers stat; multilingual instant response is a natural extension of their pitch.,6,remote_international,dubai-realestate
115,Dossier,https://dossier.co,"New York, NY, USA",DTC ecommerce - fragrance,"Mid-size DTC fragrance brand (also in Walmart retail), ~100 Trustpilot review pages","Third-party review coverage (FashionBeans) calls their customer service 'exceptionally poor... next to impossible to get a response', with returns described as a drawn-out headache and refunds taking up to six months per some reviewers; Trustpilot shows unresolved order/refund complaints ending in bank disputes.","https://www.fashionbeans.com/article/dossier-perfume-review/ and https://www.trustpilot.com/review/dossier.co (mixed: some fast replies, but documented refund/no-ship failures)",Co-founder/CEO or Head of CX,Support email/WhatsApp channels advertised on dossier.co; website contact form,"Inconsistency is the story - some tickets answered in 15 minutes, others never - which points to queue triage failure; AI triage plus automated refund-status responses would flatten the variance that produces their worst reviews.","Reference the FashionBeans line ('next to impossible to get a response') appearing in a high-ranking review article - their support reputation is now hurting SEO-driven acquisition, not just retention.",6,remote_international,ecom-creators
116,Cupshe,https://www.cupshe.com,"Global DTC (US market focus; ASSUMPTION: China-founded, US/HK operations)",DTC ecommerce - swimwear,"Large-mid DTC (24,500+ Trustpilot reviews) - heavy seasonal ticket volume","Reviewers describe the text chat system as 'repetitive and not helpful', unrecognized order numbers blocking returns, delayed return labels, and refund requests that get no reply.",https://www.trustpilot.com/review/cupshe.com (chat described as repetitive/unhelpful; complaints about ignored refund requests),Head of Customer Experience / Ecommerce Operations lead,customercare@cupshe.com (publicly advertised support email); website contact page,"Swimwear is brutally seasonal - pitch an AI agent that scales infinitely during the pre-summer spike (returns, sizing, order status) so they stop paying for the peak with their reputation.","Their current chat automation is described by customers as 'repetitive and not helpful' - same disarming angle as Vessi: right instinct, poor implementation, here is what a real agent build looks like.",6,remote_international,ecom-creators
117,Ammo Marketing,https://www.ammomarketing.com.au/,"Perth, Australia",Growth marketing agency for startups and scaleups,~8 employees (2-10 range per Clutch/RocketReach),Lean team that has served 300+ startups worldwide using data- and experiment-driven campaigns — high client turnover typical of startup clients means onboarding and proposal cycles repeat constantly on a tiny team. ASSUMPTION: heavy founder involvement in every new engagement.,https://techcrunch.com/2021/09/20/australian-growth-marketing-agency-ammo-helps-startups-calibrate-their-efforts/ ; https://clutch.co/profile/ammo-marketing (size); https://www.ammomarketing.com.au/,Founder / Managing Director,Website contact form at ammomarketing.com.au; LinkedIn company page,300+ startup engagements means 300+ onboardings — productize it with AI onboarding and proposal automation; Perth timezone is directly adjacent to Bali for easy collaboration.,Reference the TechCrunch profile and their experiment-driven ethos; frame the engagement itself as a growth experiment with measurable hours-saved outcomes.,5,remote_international,agencies
118,Suede Clinic,https://suedeclinic.com.au/,Sydney & Melbourne,Aesthetic / cosmetic injectables & skin clinic,Boutique multi-city clinic (2 cities),Boutique injectables brands in two cities rely on Instagram/DM and web enquiries with small admin teams - after-hours enquiry response and deposit-taking for bookings are common gaps. (ASSUMPTION - site blocked automated fetch; details from search listing only.),Search listing: 'SUEDE CLINIC - Cosmetic Injectables & Skin Clinic Sydney & Melbourne' at https://suedeclinic.com.au/ (homepage title in Google results); pain inference: ASSUMPTION,Founder / Clinic Director,Website contact page at suedeclinic.com.au; public Instagram business profile,"AI DM-and-web-enquiry responder for a boutique two-city brand: answer treatment questions at 10pm when clients actually browse, take deposits, and book across both cities.",Position against the big franchises: 'Laser Clinics has call centres; you can have something better for the price of a part-time admin.',5,remote_international,au-clinics
119,Realty Force Real Estate,https://realtyforce.ae,"Dubai, UAE","Real estate brokerage (luxury villas, off-plan, high-end resale)",Boutique (self-described); Expo City Dubai Top Performing Agency 2023 (ASSUMPTION: 10-30 agents),Award-winning off-plan boutique (Expo City top performer) - developer launch allocations create burst lead volume a small team can't work fast enough. ASSUMPTION: no inside sales/ISA function.,"https://realtyforce.ae (boutique positioning, Expo City 2023 award)",Founder / Managing Director,Website contact form on realtyforce.ae; office phone on site,Top Performing Agency awards come from conversion rate - AI follow-up on launch registrations is the cheapest conversion lift a boutique can buy.,Congratulate the Expo City Top Performing Agency 2023 recognition and tie it to defending that title as competitors adopt AI speed-to-lead.,5,remote_international,dubai-realestate
120,West Gate Real Estate,https://westgatedubai.com,"Dubai, UAE","Real estate brokerage (sales, leasing, property management, off-plan advisory)","Boutique, client-first positioning (ASSUMPTION: 5-25 agents)","Boutique running sales + leasing + PM + off-plan advisory with a small bench; publishes SEO content targeting brokerage comparisons, signaling active lead-gen investment. ASSUMPTION: inbound from content/portals outpaces manual follow-up capacity.",https://westgatedubai.com/top-real-estate-brokerage-agencies-in-dubai-guide/ (content marketing); https://westgatedubai.com (service breadth),Founder / Managing Director,Website contact form on westgatedubai.com; office phone/WhatsApp on site,You're investing in SEO to win leads bigger firms buy - AI follow-up makes sure none of that hard-won organic traffic dies unanswered in an inbox.,"Reference their own published brokerage-guide content strategy - they clearly compete on marketing, so speed-to-lead is their next lever.",5,remote_international,dubai-realestate
121,DRE Homes Real Estate,https://drehomes.com,"Dubai, UAE","Real estate brokerage (off-plan heavy; works with Emaar, Nakheel, Danube, Meraas, Sobha, Damac)",Mid-size (public agents page; multi-developer partnerships) (ASSUMPTION: 30-60 agents),"Off-plan volume shop with employee-side complaints on review platforms (commissions held, disputes over bookings) - signals of high agent churn, and churning agents means orphaned leads and broken follow-up chains in the CRM.",Employee complaints summarized on review platforms incl. https://www.dubaireview.ae/listing/drehomes-real-estate/ and Trustindex (https://www.trustindex.io/reviews/drehomes.com-3); developer partnerships per https://drehomes.com/offplan-properties,Managing Director / Sales Director,Website contact form on drehomes.com; office phone/WhatsApp on site,"When agents churn, their pipeline shouldn't leave with them - AI-managed CRM follow-up keeps every off-plan lead alive and reassignable automatically.","Reference their multi-developer off-plan breadth (Emaar to Danube) and pitch lead-continuity through agent turnover, a known issue in Dubai brokerage (avg tenure ~6 months per The National).",5,remote_international,dubai-realestate
122,Centre of Excellence,https://www.centreofexcellence.com,UK (ASSUMPTION: UK-based per Trustpilot profile and .com UK-market focus),Online hobby/holistic courses provider,"Mid-size online course business, 7,000+ Trustpilot reviews, online-only support","Mostly positive reviews, but a consistent minority report unreturned emails and calls for paid add-on services, below-standard service on complaints, and defensive/rude replies when customers chase issues - a small overloaded team pattern.",https://www.trustpilot.com/review/www.centreofexcellence.com (complaints of unreturned emails/calls and poor complaint handling amid otherwise good reviews),Founder/Managing Director or Customer Support Manager,Contact form on centreofexcellence.com; company LinkedIn page,"They are close to great - 24-48h email norms with occasional dropped balls. An AI agent for instant first-response on course-access and certificate questions upgrades them from 'good for online-only' to genuinely instant, and de-escalates the chase-up threads that turn rude.","Softer angle than the others: congratulate the 4+ star base, then show the handful of dropped-thread 1-star reviews and the revenue math of preventing them. Good fit for a $5k starter project.",5,remote_international,ecom-creators
